Date,Open,High,Low,Close,MACD,Signal,action,portfolio_value
2018-01-29 00:00:00-05:00,40.03,40.03,39.3,39.51,-0.056286211469412706,0.16171061392530273,none,987236.7445972495
2018-01-30 00:00:00-05:00,38.94,39.37,38.75,39.28,-0.1785643979401499,0.09365561155221219,none,987236.7445972495
2018-01-31 00:00:00-05:00,39.26,39.63,39.17,39.39,-0.2635565451985329,0.02221318020206317,none,987236.7445972495
2018-02-01 00:00:00-05:00,39.33,39.67,39.23,39.47,-0.32076057458674256,-0.04638157075569797,none,987236.7445972495
2018-02-02 00:00:00-05:00,39.05,39.24,37.66,37.76,-0.49833341157652455,-0.13677193891986328,none,987236.7445972495
2018-02-05 00:00:00-05:00,37.43,38.55,36.7,36.81,-0.7075618917072504,-0.2509299294773407,none,987236.7445972495
2018-02-06 00:00:00-05:00,36.42,38.52,36.23,38.35,-0.7405749528728336,-0.3488589341564393,none,987236.7445972495
2018-02-07 00:00:00-05:00,38.37,38.44,37.42,37.53,-0.8234133916450403,-0.4437698256541595,none,987236.7445972495
2018-02-08 00:00:00-05:00,37.71,37.88,36.47,36.5,-0.96109691613443,-0.5472352437502137,none,987236.7445972495
2018-02-09 00:00:00-05:00,37.1,37.3,35.49,36.95,-1.0221185160490833,-0.6422118982099876,none,987236.7445972495
2018-02-12 00:00:00-05:00,37.44,38.71,37.21,38.43,-0.9402167095315193,-0.701812860474294,none,987236.7445972495
2018-02-13 00:00:00-05:00,38.25,38.92,38.18,38.82,-0.8342227960544406,-0.7282948475903234,none,987236.7445972495
2018-02-14 00:00:00-05:00,38.51,39.57,38.47,39.53,-0.685034142520486,-0.7196427065763559,buy,986987.313765724
2018-02-15 00:00:00-05:00,40.11,40.89,39.92,40.86,-0.45424492231558844,-0.6665631497242025,none,1020161.6143586431
2018-02-16 00:00:00-05:00,40.71,41.29,40.57,40.73,-0.2786209472568757,-0.5889747092307371,none,1016919.0135488089
2018-02-20 00:00:00-05:00,40.64,41.16,40.49,40.59,-0.14901673947860417,-0.5009831152803106,none,1013426.9819074491
2018-02-21 00:00:00-05:00,40.82,41.13,40.39,40.41,-0.06013575914544589,-0.4128136440533377,none,1008937.2269399861
2018-02-22 00:00:00-05:00,40.58,41.09,40.56,40.75,0.03730815147620348,-0.3227892849474295,none,1017417.8752118603
2018-02-23 00:00:00-05:00,41.02,41.49,40.99,41.45,0.16906838741651598,-0.22441775047464038,none,1034878.03341866
2018-02-26 00:00:00-05:00,41.66,42.37,41.62,42.27,0.3357857416442158,-0.11237705205086916,none,1055331.361603768
2018-02-27 00:00:00-05:00,42.31,42.63,42.08,42.14,0.452207762857995,0.0005399109309036781,none,1052088.7607939336
2018-02-28 00:00:00-05:00,42.34,42.66,42.06,42.07,0.5326841867393597,0.1069687660925949,none,1050342.744973254
2018-03-01 00:00:00-05:00,42.17,42.47,40.78,41.34,0.5314314226949648,0.1918612974130689,none,1032134.2942718773
2018-03-02 00:00:00-05:00,40.82,41.64,40.73,41.62,0.5467298961907261,0.26283501716860036,none,1039118.357554597
2018-03-05 00:00:00-05:00,41.39,41.98,41.22,41.77,0.5644511515370851,0.3231582440422973,none,1042859.8200274827
2018-03-06 00:00:00-05:00,42.02,42.1,41.6,41.73,0.5687119510074581,0.3722689854353295,none,1041862.0967013797
2018-03-07 00:00:00-05:00,41.32,41.54,41.16,41.34,0.5344580252248932,0.4047067933932422,none,1032134.2942718773
2018-03-08 00:00:00-05:00,41.45,41.84,41.35,41.8,0.538225370834283,0.4314105088814504,none,1043608.1125220597
2018-03-09 00:00:00-05:00,42.04,42.52,41.9,42.51,0.591681549065747,0.46346471691830976,none,1061317.701560385
2018-03-12 00:00:00-04:00,42.59,43.08,42.57,42.92,0.6595269132178601,0.5026771561782198,none,1071544.3656529393
2018-03-13 00:00:00-04:00,43.13,43.34,42.34,42.51,0.672459584126571,0.5366336417678901,none,1061317.701560385
2018-03-14 00:00:00-04:00,42.59,42.64,42.0,42.15,0.6462107127972061,0.5585490559737534,none,1052338.1916254596
2018-03-15 00:00:00-04:00,42.16,42.57,42.06,42.2,0.6222697371084109,0.571293192200685,none,1053585.3457830884
2018-03-16 00:00:00-04:00,42.2,42.31,41.96,42.05,0.5844553574421667,0.5739256252489814,none,1049843.8833102025
2018-03-19 00:00:00-04:00,41.88,41.92,41.02,41.41,0.49711411573850484,0.5585633233468861,sell,1032598.2356185149
2018-03-20 00:00:00-04:00,41.39,41.76,41.32,41.39,0.42142380824146386,0.5311354203258016,none,1032598.2356185149
2018-03-21 00:00:00-04:00,41.35,41.36,40.45,40.46,0.28313170056438963,0.48153467637351927,none,1032598.2356185149
2018-03-22 00:00:00-04:00,40.16,40.79,39.83,39.88,0.12528880479956683,0.41028550205872877,none,1032598.2356185149
2018-03-23 00:00:00-04:00,39.78,40.14,38.96,38.96,-0.07319538766346056,0.3135893241142909,none,1032598.2356185149
2018-03-26 00:00:00-04:00,39.7,40.89,39.31,40.81,-0.08029046281069441,0.23481336672929384,none,1032598.2356185149
2018-03-27 00:00:00-04:00,41.02,41.37,39.43,39.76,-0.16869497510199238,0.1541116983630366,none,1032598.2356185149
2018-03-28 00:00:00-04:00,39.51,40.16,39.02,39.32,-0.2711350348732253,0.06906235171578422,none,1032598.2356185149
2018-03-29 00:00:00-04:00,39.64,40.57,39.42,39.63,-0.3235751382851717,-0.009465146284406964,none,1032598.2356185149
2018-04-02 00:00:00-04:00,39.36,39.91,38.85,39.37,-0.38171396416877457,-0.08391490986128049,none,1032598.2356185149
2018-04-03 00:00:00-04:00,39.6,39.86,38.95,39.78,-0.39020775693605714,-0.1451734792762358,none,1032598.2356185149
2018-04-04 00:00:00-04:00,38.95,40.63,38.92,40.54,-0.33178884520744845,-0.18249655246247837,none,1032598.2356185149
2018-04-05 00:00:00-04:00,40.77,41.15,40.65,40.82,-0.25990179077383857,-0.1979776001247504,none,1032598.2356185149
2018-04-06 00:00:00-04:00,40.38,40.74,39.73,39.77,-0.2843788644708809,-0.21525785299397654,none,1032598.2356185149
2018-04-09 00:00:00-04:00,40.13,40.89,40.12,40.17,-0.26840644227373645,-0.22588757084992853,none,1032598.2356185149
2018-04-10 00:00:00-04:00,40.86,41.1,40.52,40.92,-0.19300461357484977,-0.2193109793949128,buy,1032346.2039455654
2018-04-11 00:00:00-04:00,40.68,41.08,40.56,40.73,-0.14688631914039263,-0.20482604734400878,none,1027557.602159522
2018-04-12 00:00:00-04:00,40.96,41.34,40.87,41.13,-0.0771710022001173,-0.1792950383152305,none,1037638.8690775079
2018-04-13 00:00:00-04:00,41.28,41.54,41.07,41.27,-0.01050320685146744,-0.1455366720224779,none,1041167.3124988029
2018-04-16 00:00:00-04:00,41.34,41.62,41.3,41.53,0.06258983174763699,-0.10391137126845491,none,1047720.1359954936
2018-04-17 00:00:00-04:00,41.69,42.27,41.67,42.1,0.16461326846490465,-0.050206443321783006,none,1062085.9413536235
2018-04-18 00:00:00-04:00,42.0,42.24,41.78,42.01,0.23549073861701686,0.006932993065976965,none,1059817.6562970765
2018-04-19 00:00:00-04:00,41.04,41.43,40.78,40.82,0.19340909000550965,0.0442282124538835,none,1029825.8872160688
2018-04-20 00:00:00-04:00,40.3,40.44,39.08,39.14,0.02421795117876968,0.040226160198860744,sell,986246.3345513269
2018-04-23 00:00:00-04:00,39.41,39.43,38.76,39.03,-0.11739012569321972,0.00870290302044465,none,986246.3345513269
2018-04-24 00:00:00-04:00,39.13,39.29,38.08,38.49,-0.2700757685337436,-0.047052831290393005,none,986246.3345513269
2018-04-25 00:00:00-04:00,38.41,39.07,38.36,38.66,-0.3730622320864825,-0.11225471144961091,none,986246.3345513269
2018-04-26 00:00:00-04:00,38.77,39.15,38.59,38.79,-0.43912784048720965,-0.17762933725713068,none,986246.3345513269
2018-04-27 00:00:00-04:00,38.74,38.82,37.94,38.34,-0.521781774812716,-0.24645982476824774,none,986246.3345513269
2018-04-30 00:00:00-04:00,38.3,39.51,38.23,39.04,-0.5247524438732967,-0.30211834858925757,none,986246.3345513269
2018-05-01 00:00:00-04:00,39.31,39.97,39.04,39.94,-0.44930493451764164,-0.3315556657749344,none,986246.3345513269
2018-05-02 00:00:00-04:00,41.39,41.99,41.05,41.71,-0.24387677266329888,-0.3140198871526073,buy,986010.1744151294
2018-05-03 00:00:00-04:00,41.54,41.93,41.2,41.78,-0.07456551454193772,-0.2661290126304734,none,987663.2953685132
2018-05-04 00:00:00-04:00,42.1,43.52,42.09,43.42,0.1897617163456431,-0.17495086683525013,none,1026393.5577049349
2018-05-07 00:00:00-04:00,43.74,44.33,43.64,43.74,0.4202202395043386,-0.05591664556733239,none,1033950.682063261
2018-05-08 00:00:00-04:00,43.7,43.99,43.38,43.95,0.6127422136086906,0.07781512626787222,none,1038910.0449234126
2018-05-09 00:00:00-04:00,44.07,44.27,43.75,44.26,0.781325045586641,0.218517110131626,none,1046231.009145541
2018-05-10 00:00:00-04:00,44.35,44.97,44.32,44.89,0.9547580330840475,0.36576529472211033,none,1061109.0977259958
2018-05-11 00:00:00-04:00,44.93,45.07,44.45,44.72,1.066196891857409,0.5058516141491701,none,1057094.3754106348
2018-05-14 00:00:00-04:00,44.82,44.94,44.55,44.61,1.1325812183395954,0.6311975349872552,none,1054496.6139124602
2018-05-15 00:00:00-04:00,44.29,44.36,43.89,44.21,1.1397759901607927,0.7329132260219627,none,1045050.2084645525
2018-05-16 00:00:00-04:00,44.12,44.69,44.1,44.62,1.1651305721841112,0.8193566952543925,none,1054732.7740486579
2018-05-17 00:00:00-04:00,44.58,44.79,44.19,44.34,1.1493812495849056,0.8853616061204952,none,1048120.2902351227
2018-05-18 00:00:00-04:00,44.39,44.53,44.14,44.18,1.111180142140114,0.930525313324419,none,1044341.7280559595
2018-05-21 00:00:00-04:00,44.58,44.88,44.32,44.49,1.093316822721654,0.963083615203866,none,1051662.692278088
2018-05-22 00:00:00-04:00,44.67,44.79,44.29,44.38,1.0580869647986901,0.9820842851228309,none,1049064.9307799134
2018-05-23 00:00:00-04:00,44.19,44.7,44.05,44.66,1.0407634354881097,0.9938201151958866,none,1055677.4145934486
2018-05-24 00:00:00-04:00,44.76,44.78,44.15,44.61,1.011341713828969,0.9973244349225032,none,1054496.6139124602
2018-05-25 00:00:00-04:00,44.63,44.97,44.5,44.72,0.9855401744797376,0.9949675828339501,sell,1055802.3433054974
2018-05-29 00:00:00-04:00,44.48,44.76,44.31,44.56,0.9413305334000768,0.9842401729471755,none,1055802.3433054974
2018-05-30 00:00:00-04:00,44.51,44.58,44.29,44.46,0.8879887287547632,0.9649898841086931,none,1055802.3433054974
2018-05-31 00:00:00-04:00,44.39,44.63,44.14,44.31,0.8241113749300268,0.9368141822729599,none,1055802.3433054974
2018-06-01 00:00:00-04:00,44.58,45.11,44.52,45.11,0.8284910962932202,0.915149565077012,none,1055802.3433054974
2018-06-04 00:00:00-04:00,45.44,45.86,45.37,45.49,0.8527943982581903,0.9026785317132476,none,1055802.3433054974
2018-06-05 00:00:00-04:00,45.78,45.99,45.61,45.84,0.8900372200454711,0.9001502693796923,none,1055802.3433054974
2018-06-06 00:00:00-04:00,45.91,46.02,45.51,46.0,0.921836727485136,0.9044875610007812,buy,1055573.1004146123
2018-06-07 00:00:00-04:00,46.03,46.05,45.61,45.87,0.9258752392685139,0.9087650966543278,none,1052592.9428331065
2018-06-08 00:00:00-04:00,45.33,45.53,45.0,45.46,0.8857814779675337,0.904168372916969,sell,1041922.8324768612
2018-06-11 00:00:00-04:00,45.37,45.52,45.1,45.34,0.8347019615298024,0.8902750906395358,none,1041922.8324768612
2018-06-12 00:00:00-04:00,45.38,45.67,45.33,45.59,0.8051131442463486,0.8732427013608984,none,1041922.8324768612
2018-06-13 00:00:00-04:00,45.63,45.74,45.16,45.22,0.7432402743604811,0.847242215960815,none,1041922.8324768612
2018-06-14 00:00:00-04:00,45.42,45.43,45.11,45.24,0.6878898461096199,0.815371741990576,none,1041922.8324768612
2018-06-15 00:00:00-04:00,45.06,45.09,44.64,44.78,0.5999897687494311,0.7722953473423471,none,1041922.8324768612
2018-06-18 00:00:00-04:00,44.55,44.87,44.39,44.75,0.5218915341367563,0.722214584701229,none,1041922.8324768612
2018-06-19 00:00:00-04:00,43.9,44.18,43.5,44.03,0.39732007927911184,0.6572356836168056,none,1041922.8324768612
2018-06-20 00:00:00-04:00,44.19,44.39,44.04,44.22,0.3103501920911711,0.5878585853116788,none,1041922.8324768612
2018-06-21 00:00:00-04:00,44.4,44.66,43.85,43.98,0.21952933811667208,0.5141927358726774,none,1041922.8324768612
2018-06-22 00:00:00-04:00,44.13,44.14,43.8,43.85,0.13550126918375582,0.4384544425348932,none,1041922.8324768612
2018-06-25 00:00:00-04:00,43.49,43.85,42.85,43.2,0.016271286182927724,0.35401781126450016,none,1041922.8324768612
2018-06-26 00:00:00-04:00,43.39,44.23,43.28,43.73,-0.03504874364600852,0.27620450028239846,none,1041922.8324768612
2018-06-27 00:00:00-04:00,43.92,44.41,43.64,43.67,-0.07964365312855648,0.20503486960020748,none,1041922.8324768612
2018-06-28 00:00:00-04:00,43.65,44.15,43.58,43.99,-0.08814799926869199,0.14639829582642758,none,1041922.8324768612
2018-06-29 00:00:00-04:00,44.17,44.39,43.37,43.89,-0.10178362089677506,0.09676191248178706,none,1041922.8324768612
2018-07-02 00:00:00-04:00,43.59,44.41,43.49,44.38,-0.07221855384303666,0.06296581921682233,none,1041922.8324768612
2018-07-03 00:00:00-04:00,44.53,44.57,43.52,43.61,-0.10965653773150308,0.028441347827157248,none,1041922.8324768612
2018-07-05 00:00:00-04:00,43.93,44.2,43.7,43.96,-0.10981841641640955,0.0007893949784438907,none,1041922.8324768612
2018-07-06 00:00:00-04:00,43.97,44.68,43.91,44.57,-0.06003278385994548,-0.011375040789233985,none,1041922.8324768612
2018-07-09 00:00:00-04:00,44.93,45.21,44.89,45.19,0.02911587736075205,-0.0032768571592367776,buy,1041692.5490897718
2018-07-10 00:00:00-04:00,45.22,45.36,45.1,45.14,0.09464128569765506,0.016306771412141593,none,1040541.1321543246
2018-07-11 00:00:00-04:00,44.7,45.0,44.49,44.55,0.09783479609610879,0.03261237634893503,none,1026954.412316046
2018-07-12 00:00:00-04:00,44.94,45.39,44.89,45.3,0.15905096753538572,0.05790009458622517,none,1044225.6663477559
2018-07-13 00:00:00-04:00,45.31,45.49,45.27,45.37,0.21078385436063485,0.0884768465411071,none,1045837.6500573822
2018-07-16 00:00:00-04:00,45.41,45.68,45.15,45.27,0.2409360152139115,0.11896868027566798,none,1043534.8161864877
2018-07-17 00:00:00-04:00,44.99,45.5,44.86,45.4,0.27218416385719735,0.14961177699197387,none,1046528.5002186506
2018-07-18 00:00:00-04:00,45.48,45.48,45.04,45.15,0.273621497821523,0.1744137211578837,none,1040771.4155414139
2018-07-19 00:00:00-04:00,44.98,45.66,44.98,45.5,0.29954964838819365,0.1994409066039457,none,1048831.3340895453
2018-07-20 00:00:00-04:00,45.48,45.63,45.09,45.39,0.3076751264858686,0.22108775058033028,none,1046298.2168315612
2018-07-23 00:00:00-04:00,45.21,45.52,44.95,45.43,0.3137258557477409,0.2396153716138124,none,1047219.350379919
2018-07-24 00:00:00-04:00,45.63,45.92,45.54,45.76,0.34121601849423655,0.25993550098989726,none,1054818.7021538713
2018-07-25 00:00:00-04:00,45.78,46.2,45.63,46.2,0.3939651087543865,0.2867414225427951,none,1064951.171185808
2018-07-26 00:00:00-04:00,46.15,46.47,45.91,46.05,0.41883730073877956,0.31316059818199204,none,1061496.920379466
2018-07-27 00:00:00-04:00,46.24,46.28,45.08,45.29,0.37292420556143924,0.3251133196578815,none,1043995.3829606664
2018-07-30 00:00:00-04:00,45.5,45.57,44.83,45.03,0.31196181810840784,0.32248301934798673,sell,1036740.9957005742
2018-07-31 00:00:00-04:00,45.12,45.56,44.9,45.12,0.2678236305812973,0.31155114159464886,none,1036740.9957005742
2018-08-01 00:00:00-04:00,47.22,47.84,46.79,47.78,0.44238404057479386,0.3377177213906779,buy,1036524.2758314166
2018-08-02 00:00:00-04:00,47.56,49.41,47.51,49.18,0.6857873926714149,0.4073316556468253,none,1066865.057513501
2018-08-03 00:00:00-04:00,49.09,49.5,48.72,49.32,0.8798408748819071,0.5018334994938417,none,1069899.1356817097
2018-08-06 00:00:00-04:00,49.32,49.62,49.1,49.57,1.041793422199163,0.609825484034906,none,1075317.1324106534
2018-08-07 00:00:00-04:00,49.63,49.68,49.03,49.11,1.1201118746876304,0.7118827621654509,none,1065348.0184293967
2018-08-08 00:00:00-04:00,48.86,49.28,48.5,49.14,1.1711008403160506,0.8037263777955709,none,1065998.17803687
2018-08-09 00:00:00-04:00,49.68,49.74,49.13,49.53,1.2288146926993946,0.8887440407763357,none,1074450.2529340223
2018-08-10 00:00:00-04:00,49.34,49.76,49.18,49.38,1.2480627002054305,0.9606077726621548,none,1071199.4548966563
2018-08-13 00:00:00-04:00,49.81,50.2,49.42,49.7,1.2744471767391587,1.0233756534775555,none,1078134.4907097039
2018-08-14 00:00:00-04:00,50.01,50.1,49.56,49.91,1.2973472973654268,1.0781699822551298,none,1082685.6079620165
2018-08-15 00:00:00-04:00,49.78,50.15,49.57,50.03,1.31007705230207,1.124551396264518,none,1085286.2463919097
2018-08-16 00:00:00-04:00,50.39,50.88,50.32,50.76,1.3633544722404451,1.1723120114597034,none,1101106.796840425
2018-08-17 00:00:00-04:00,50.79,51.86,50.72,51.77,1.470129038035573,1.2318754167748773,none,1122995.5036253575
2018-08-20 00:00:00-04:00,51.9,52.15,51.19,51.27,1.4971446774701036,1.2849292689139227,none,1112159.5101674702
2018-08-21 00:00:00-04:00,51.59,51.68,50.93,51.17,1.4932720909590316,1.3265978333229445,none,1109992.311475893
2018-08-22 00:00:00-04:00,50.95,51.48,50.88,51.17,1.473220667442277,1.3559224001468109,none,1109992.311475893
2018-08-23 00:00:00-04:00,51.08,51.65,51.06,51.28,1.4494969519525966,1.3746373105079681,none,1112376.230036628
2018-08-24 00:00:00-04:00,51.54,51.61,51.19,51.44,1.4271550443529577,1.3851408572769661,none,1115843.7479431517
2018-08-27 00:00:00-04:00,51.67,52.05,51.48,51.86,1.4268910991469426,1.3934909056509615,none,1124945.9824477774
2018-08-28 00:00:00-04:00,52.11,52.48,52.09,52.28,1.4439277107473956,1.4035782666702483,none,1134048.2169524026
2018-08-29 00:00:00-04:00,52.39,53.18,52.21,53.06,1.5030426889443618,1.423471151125071,none,1150952.366746707
2018-08-30 00:00:00-04:00,53.12,54.32,52.92,53.55,1.5713174702787995,1.453040414955817,none,1161571.6403354364
2018-08-31 00:00:00-04:00,53.9,54.46,53.78,54.17,1.6563610457370785,1.4937045411120695,none,1175008.272223217
2018-09-04 00:00:00-04:00,54.35,54.53,53.93,54.34,1.7176759718569556,1.5384988272610467,none,1178692.509998899
2018-09-05 00:00:00-04:00,54.49,54.65,53.56,53.98,1.7174221279696056,1.5742834874027585,none,1170890.5947092199
2018-09-06 00:00:00-04:00,53.83,54.1,52.66,53.09,1.6266543342918212,1.5847576567805712,none,1151602.5263541802
2018-09-07 00:00:00-04:00,52.79,53.63,52.52,52.66,1.5027006003928065,1.5683462455030184,sell,1140925.822000124
2018-09-10 00:00:00-04:00,52.58,52.79,51.51,51.95,1.331822881806474,1.5210415727637094,none,1140925.822000124
2018-09-11 00:00:00-04:00,51.88,53.37,51.53,53.27,1.2880660039191056,1.4744464589947888,none,1140925.822000124
2018-09-12 00:00:00-04:00,53.53,53.54,52.31,52.6,1.1856574414270753,1.4166886554812463,none,1140925.822000124
2018-09-13 00:00:00-04:00,53.19,54.34,52.96,53.87,1.193221588290271,1.3719952420430512,none,1140925.822000124
2018-09-14 00:00:00-04:00,53.72,53.98,52.95,53.26,1.136888978701144,1.3249739893746697,none,1140925.822000124
2018-09-17 00:00:00-04:00,52.86,53.05,51.7,51.85,0.9673191110321682,1.2534430137061694,none,1140925.822000124
2018-09-18 00:00:00-04:00,51.82,52.79,51.66,51.93,0.8298234128751929,1.1687190935399743,none,1140925.822000124
2018-09-19 00:00:00-04:00,51.99,52.26,51.23,51.96,0.7150353483604732,1.0779823445040742,none,1140925.822000124
2018-09-20 00:00:00-04:00,52.41,52.89,52.15,52.36,0.6488619605114962,0.9921582677055587,none,1140925.822000124
2018-09-21 00:00:00-04:00,52.54,52.67,51.7,51.79,0.5441521898547563,0.9025570521353983,none,1140925.822000124
2018-09-24 00:00:00-04:00,51.59,52.65,51.55,52.54,0.5157425155242024,0.8251941448131591,none,1140925.822000124
2018-09-25 00:00:00-04:00,52.29,53.02,52.28,52.87,0.5139316024102527,0.7629416363325778,none,1140925.822000124
2018-09-26 00:00:00-04:00,52.59,53.24,52.29,52.45,0.47315175193737957,0.7049836594535382,none,1140925.822000124
2018-09-27 00:00:00-04:00,53.26,53.88,53.19,53.53,0.5219635300348457,0.6683796335697998,none,1140925.822000124
2018-09-28 00:00:00-04:00,53.49,53.74,53.31,53.72,0.569414768942714,0.6485866606443828,none,1140925.822000124
2018-10-01 00:00:00-04:00,54.24,54.59,53.86,54.08,0.6288205570449747,0.6446334399245013,none,1140925.822000124
2018-10-02 00:00:00-04:00,54.07,54.73,53.93,54.56,0.7064881054778596,0.6570043730351729,buy,1140716.955425783
2018-10-03 00:00:00-04:00,54.74,55.55,54.68,55.22,0.8119371749853599,0.6879909334252103,none,1154502.1493322805
2018-10-04 00:00:00-04:00,54.91,55.29,53.95,54.25,0.8079222046566414,0.7119771876714965,none,1134242.0916212162
2018-10-05 00:00:00-04:00,54.24,54.35,52.49,53.37,0.7253700517819297,0.7146557604935833,none,1115861.8330792196
2018-10-08 00:00:00-04:00,52.88,53.49,52.4,53.25,0.6428534641817194,0.7002953012312105,sell,1112034.5619709976
2018-10-09 00:00:00-04:00,53.22,54.08,52.88,53.98,0.6291113688917349,0.6860585147633155,none,1112034.5619709976
2018-10-10 00:00:00-04:00,53.65,53.86,51.41,51.48,0.41174521025836697,0.6311958538623258,none,1112034.5619709976
2018-10-11 00:00:00-04:00,51.05,52.23,50.52,51.03,0.2008543998161727,0.5451275630530952,none,1112034.5619709976
2018-10-12 00:00:00-04:00,52.45,53.03,51.6,52.85,0.17852280303307566,0.47180661104909133,none,1112034.5619709976
2018-10-15 00:00:00-04:00,52.63,52.79,51.7,51.72,0.0688496397069045,0.39121521678065396,none,1112034.5619709976
2018-10-16 00:00:00-04:00,52.09,53.06,51.58,52.86,0.07307893180512792,0.3275879597855488,none,1112034.5619709976
2018-10-17 00:00:00-04:00,52.9,52.98,52.19,52.63,0.05721209305809083,0.27351278644005717,none,1112034.5619709976
2018-10-18 00:00:00-04:00,51.84,52.29,50.68,51.4,-0.05399083864465837,0.20801206142311407,none,1112034.5619709976
2018-10-19 00:00:00-04:00,51.89,52.65,51.74,52.19,-0.07748041945286133,0.150913565247919,none,1112034.5619709976
2018-10-22 00:00:00-04:00,52.3,53.15,52.1,52.5,-0.07027162470767934,0.10667652725679933,none,1112034.5619709976
2018-10-23 00:00:00-04:00,51.36,53.12,51.09,53.0,-0.02393685247476185,0.08055385131048709,none,1112034.5619709976
2018-10-24 00:00:00-04:00,52.97,53.36,51.05,51.18,-0.13254708103900725,0.03793366484058823,none,1112034.5619709976
2018-10-25 00:00:00-04:00,51.8,52.68,51.58,52.3,-0.12678532756610394,0.004989866359249796,none,1112034.5619709976
2018-10-26 00:00:00-04:00,51.37,52.39,50.61,51.47,-0.18703711242276455,-0.03341552939715308,none,1112034.5619709976
2018-10-29 00:00:00-04:00,52.16,52.28,49.04,50.5,-0.3094903670834128,-0.08863049693440503,none,1112034.5619709976
2018-10-30 00:00:00-04:00,50.24,51.2,49.8,50.76,-0.38116183022685135,-0.1471367635928943,none,1112034.5619709976
2018-10-31 00:00:00-04:00,51.61,52.46,51.55,52.08,-0.3276718161058767,-0.18324377409549078,none,1112034.5619709976
2018-11-01 00:00:00-04:00,52.12,52.91,51.59,52.88,-0.2182118698161588,-0.19023739323962438,none,1112034.5619709976
2018-11-02 00:00:00-04:00,49.86,50.84,48.88,49.37,-0.4099659076824338,-0.23418309612818627,none,1112034.5619709976
2018-11-05 00:00:00-05:00,48.61,48.64,47.16,47.97,-0.6672094882593456,-0.3207883745544181,none,1112034.5619709976
2018-11-06 00:00:00-05:00,48.05,48.71,47.99,48.49,-0.8196685956827423,-0.420564418780083,none,1112034.5619709976
2018-11-07 00:00:00-05:00,49.01,49.98,48.57,49.96,-0.8125107043969919,-0.49895367590346484,none,1112034.5619709976
2018-11-08 00:00:00-05:00,50.14,50.17,49.37,49.78,-0.8120022630261445,-0.5615633933280009,none,1112034.5619709976
2018-11-09 00:00:00-05:00,49.08,49.19,48.29,48.82,-0.8789315210629383,-0.6250370188749884,none,1112034.5619709976
2018-11-12 00:00:00-05:00,47.52,47.72,46.27,46.36,-1.1175919765497326,-0.7235480104099373,none,1112034.5619709976
2018-11-13 00:00:00-05:00,45.76,47.08,45.71,45.9,-1.3285357296912466,-0.8445455542661993,none,1112034.5619709976
2018-11-14 00:00:00-05:00,46.3,46.44,44.4,44.6,-1.582368747341249,-0.9921101928812093,none,1112034.5619709976
2018-11-15 00:00:00-05:00,44.98,45.84,44.63,45.71,-1.6746610688922061,-1.1286203680834086,none,1112034.5619709976
2018-11-16 00:00:00-05:00,45.49,46.56,45.24,46.21,-1.6879993713165433,-1.2404961687300355,none,1112034.5619709976
2018-11-19 00:00:00-05:00,45.37,45.54,44.17,44.38,-1.8251960541696164,-1.3574361458179518,none,1112034.5619709976
