Date,Open,High,Low,Close,action,RSI,portfolio_value
2023-08-21 00:00:00-04:00,173.99,175.04,172.67,174.75,none,15.850651637900683,1641186.7990828743
2023-08-22 00:00:00-04:00,175.96,176.58,175.16,176.13,none,21.973094170403584,1654134.079257171
2023-08-23 00:00:00-04:00,177.42,180.43,177.23,180.0,none,33.35614095107766,1690442.7562676987
2023-08-24 00:00:00-04:00,179.55,179.98,174.92,175.29,none,39.26701570680627,1646253.126107599
2023-08-25 00:00:00-04:00,176.28,178.04,174.73,177.51,none,50.02089427496864,1667081.3594314677
2023-08-28 00:00:00-04:00,178.98,179.47,177.45,179.08,none,51.283095723014306,1681811.236151501
2023-08-29 00:00:00-04:00,178.59,183.76,178.39,182.98,none,61.41527001862195,1718401.3757745132
2023-08-30 00:00:00-04:00,183.8,186.69,183.6,186.49,none,66.35700066357,1751332.5014352247
2023-08-31 00:00:00-04:00,186.68,187.95,186.32,186.71,none,66.53465346534654,1753396.5605934458
2023-09-01 00:00:00-04:00,188.32,188.75,187.12,188.29,none,66.44606221045663,1768220.2581843073
2023-09-05 00:00:00-04:00,187.12,188.81,186.45,188.53,none,71.39845397048488,1770471.959084185
2023-09-06 00:00:00-04:00,187.23,187.68,180.35,181.78,none,59.17297612114154,1707142.8712751248
2023-09-07 00:00:00-04:00,174.1,177.11,172.47,176.46,none,54.77088948787065,1657230.167994503
2023-09-08 00:00:00-04:00,177.25,179.13,176.69,177.08,none,54.928820843405866,1663047.0619858536
2023-09-11 00:00:00-04:00,178.96,179.18,176.24,178.25,none,54.722072315164596,1674024.1038727572
2023-09-12 00:00:00-04:00,178.38,179.02,173.74,175.21,none,48.8119834710744,1645502.5591409733
2023-09-13 00:00:00-04:00,175.42,176.2,172.9,173.13,none,40.698619008935815,1625987.8180087
2023-09-14 00:00:00-04:00,172.92,175.01,172.51,174.65,none,49.05157083580322,1640248.590374592
2023-09-15 00:00:00-04:00,175.39,175.41,172.75,173.93,none,44.44789081885859,1633493.487674959
2023-09-18 00:00:00-04:00,175.39,178.27,175.08,176.87,none,46.71228800952096,1661076.8236984606
2023-09-19 00:00:00-04:00,176.42,178.52,176.03,177.96,none,41.850649350649384,1671303.2986187385
